match_id,set,w_games,l_games,w_tb_pt,l_tb_pt,w_tbs,l_tbs
158897,3,6,2,,,,
158897,4,6,3,,,,
158898,1,6,7,3,7,,1
158898,2,6,4,,,,
158898,3,6,2,,,,
158898,4,6,0,,,,
158899,1,6,7,3,7,,1
158899,2,4,6,,,,
158899,3,6,1,,,,
158899,4,2,0,,,,
158900,1,6,4,,,,
158900,2,6,4,,,,
158900,3,6,2,,,,
158901,1,6,3,,,,
158901,2,6,4,,,,
158901,3,6,3,,,,
158902,1,7,5,,,,
158902,2,7,5,,,,
158902,3,7,6,7,2,1,
158903,1,6,4,,,,
158903,2,6,2,,,,
158903,3,6,1,,,,
158904,1,7,6,10,8,1,
158904,2,6,3,,,,
158904,3,7,6,7,4,1,
158905,1,2,6,,,,
158905,2,6,7,4,7,,1
158905,3,6,4,,,,
158905,4,6,4,,,,
158905,5,6,4,,,,
158906,1,5,7,,,,
158906,2,6,4,,,,
158906,3,6,3,,,,
158906,4,7,6,7,3,1,
158907,1,6,4,,,,
158907,2,7,6,7,5,1,
158907,3,6,7,9,11,,1
158907,4,6,2,,,,
158908,1,7,5,,,,
158908,2,5,2,,,,
158909,1,6,1,,,,
158909,2,6,4,,,,
158909,3,6,2,,,,
158910,1,6,4,,,,
158910,2,6,2,,,,
158910,3,6,4,,,,
158911,1,6,4,,,,
158911,2,6,2,,,,
158911,3,6,4,,,,
158912,1,1,6,,,,
158912,2,4,6,,,,
158912,3,6,4,,,,
158912,4,6,2,,,,
158912,5,6,1,,,,
158913,1,6,2,,,,
158913,2,6,4,,,,
158913,3,6,4,,,,
158914,1,7,5,,,,
158914,2,7,5,,,,
158914,3,6,2,,,,
158915,1,3,6,,,,
158915,2,6,3,,,,
158915,3,6,0,,,,
158915,4,5,7,,,,
158915,5,6,4,,,,
158916,1,6,3,,,,
158916,2,6,4,,,,
158916,3,6,4,,,,
158917,1,6,4,,,,
158917,2,4,1,,,,
158918,1,6,7,2,7,,1
158918,2,6,2,,,,
158918,3,6,2,,,,
158918,4,6,3,,,,
158919,1,6,3,,,,
158919,2,7,5,,,,
158919,3,4,6,,,,
158919,4,0,6,,,,
158919,5,6,3,,,,
158920,1,6,4,,,,
158920,2,6,3,,,,
158920,3,6,4,,,,
158921,1,6,1,,,,
158921,2,6,7,7,9,,1
158921,3,3,6,,,,
158921,4,7,6,7,5,1,
158921,5,8,6,,,,
158922,1,6,3,,,,
158922,2,3,6,,,,
158922,3,4,6,,,,
158922,4,6,1,,,,
158922,5,6,2,,,,
158923,1,3,6,,,,
158923,2,6,3,,,,
158923,3,3,6,,,,
158923,4,6,3,,,,
158923,5,6,4,,,,
158924,1,7,5,,,,
158924,2,6,4,,,,
158924,3,6,1,,,,
158925,1,6,3,,,,
158925,2,6,2,,,,
158926,1,3,6,,,,
158926,2,7,6,7,3,1,
158926,3,6,7,3,7,,1
158926,4,6,3,,,,
158926,5,6,3,,,,
158927,1,6,3,,,,
158927,2,6,2,,,,
158927,3,3,6,,,,
158927,4,7,6,7,3,1,
158928,1,1,6,,,,
158928,2,6,4,,,,
158928,3,7,6,7,4,1,
158928,4,6,2,,,,
158929,1,6,2,,,,
158929,2,6,2,,,,
158929,3,6,3,,,,
158930,1,6,4,,,,
158930,2,7,5,,,,
158930,3,6,4,,,,
158931,1,6,1,,,,
158931,2,6,3,,,,
158931,3,6,1,,,,
158932,1,6,3,,,,
158932,2,7,6,7,2,1,
158932,3,6,1,,,,
158933,1,6,2,,,,
158933,2,6,4,,,,
158933,3,6,2,,,,
158934,1,7,6,7,2,1,
158934,2,7,5,,,,
158934,3,6,2,,,,
158935,1,6,4,,,,
158935,2,2,6,,,,
158935,3,6,3,,,,
158935,4,4,6,,,,
158935,5,7,5,,,,
158936,1,6,1,,,,
158936,2,6,1,,,,
158936,3,7,6,7,3,1,
158937,1,7,6,11,9,1,
158937,2,6,4,,,,
158937,3,6,4,,,,
158938,1,6,3,,,,
158938,2,6,3,,,,
158938,3,7,6,13,11,1,
158939,1,6,7,5,7,,1
158939,2,6,7,5,7,,1
158939,3,6,4,,,,
158939,4,6,2,,,,
158939,5,6,2,,,,
158940,1,4,6,,,,
158940,2,6,3,,,,
158940,3,5,7,,,,
158940,4,6,4,,,,
158940,5,7,5,,,,
158941,1,6,2,,,,
158941,2,6,2,,,,
158941,3,7,5,,,,
158942,1,6,4,,,,
158942,2,7,6,8,6,1,
158942,3,6,4,,,,
158943,1,7,6,7,3,1,
158943,2,6,1,,,,
158943,3,6,7,3,7,,1
158943,4,6,1,,,,
158944,1,6,4,,,,
158944,2,6,3,,,,
158944,3,5,7,,,,
158944,4,7,6,7,2,1,
158945,1,7,6,8,6,1,
158945,2,6,4,,,,
158945,3,6,4,,,,
158946,1,4,6,,,,
158946,2,7,6,7,3,1,
158946,3,6,7,5,7,,1
158946,4,6,1,,,,
158946,5,6,2,,,,
158947,1,7,6,7,1,1,
158947,2,3,6,,,,
158947,3,2,6,,,,
158947,4,6,4,,,,
158947,5,6,4,,,,
158948,1,6,2,,,,
158948,2,6,1,,,,
158948,3,7,6,7,4,1,
158949,1,6,4,,,,
158949,2,6,1,,,,
158949,3,6,3,,,,
158950,1,4,6,,,,
158950,2,4,6,,,,
158950,3,6,3,,,,
158950,4,4,1,,,,
158951,1,6,4,,,,
158951,2,6,3,,,,
158951,3,6,4,,,,
158952,1,7,6,7,1,1,
158952,2,6,4,,,,
158952,3,4,6,,,,
158952,4,6,1,,,,
158953,1,6,4,,,,
158953,2,3,6,,,,
158953,3,6,3,,,,
158953,4,3,6,,,,
158953,5,6,3,,,,
158954,1,4,6,,,,
158954,2,7,6,7,3,1,
158954,3,7,6,7,5,1,
158954,4,6,3,,,,
158955,1,7,5,,,,
158955,2,7,6,7,5,1,
158955,3,6,7,3,7,,1
158955,4,7,6,7,5,1,
158956,1,7,6,7,2,1,
158956,2,5,7,,,,
158956,3,6,0,,,,
158956,4,6,3,,,,
158957,1,6,3,,,,
158957,2,6,3,,,,
158957,3,6,7,4,7,,1
158957,4,6,4,,,,
158958,1,3,6,,,,
158958,2,7,6,8,6,1,
158958,3,7,6,11,9,1,
158958,4,6,1,,,,
158959,1,6,3,,,,
158959,2,6,7,4,7,,1
158959,3,6,1,,,,
158959,4,7,6,8,6,1,
158960,1,7,6,7,3,1,
158960,2,6,4,,,,
158960,3,6,4,,,,
158961,1,7,5,,,,
158961,2,6,4,,,,
158961,3,3,6,,,,
158961,4,6,2,,,,
158962,1,6,2,,,,
158962,2,6,3,,,,
158962,3,6,4,,,,
158963,1,7,6,7,3,1,
158963,2,4,6,,,,
158963,3,6,1,,,,
158963,4,6,4,,,,
158964,1,6,0,,,,
158964,2,6,4,,,,
158964,3,6,4,,,,
158965,1,6,1,,,,
158965,2,6,2,,,,
158965,3,6,3,,,,
158966,1,7,5,,,,
158966,2,6,1,,,,
158966,3,6,0,,,,
158967,1,6,3,,,,
158967,2,3,6,,,,
158967,3,6,4,,,,
158967,4,7,6,12,10,1,
158968,1,6,2,,,,
158968,2,6,1,,,,
158968,3,6,4,,,,
158969,1,7,6,7,2,1,
158969,2,6,4,,,,
158969,3,6,2,,,,
158970,1,6,0,,,,
158970,2,7,6,7,2,1,
158970,3,6,4,,,,
158971,1,7,6,7,5,1,
158971,2,6,4,,,,
158971,3,6,2,,,,
158972,1,6,2,,,,
158972,2,6,2,,,,
158972,3,6,3,,,,
158973,1,6,4,,,,
158973,2,6,2,,,,
158973,3,6,2,,,,
158974,1,3,6,,,,
158974,2,4,6,,,,
158974,3,6,3,,,,
158974,4,7,6,7,5,1,
158974,5,7,5,,,,
158975,1,7,5,,,,
158975,2,6,2,,,,
158975,3,6,2,,,,
158976,1,6,2,,,,
158976,2,7,6,7,5,1,
158976,3,6,2,,,,
158978,1,2,6,,,,
158978,2,7,5,,,,
158978,3,6,4,,,,
158978,4,7,6,8,6,1,
158979,1,7,5,,,,
158979,2,6,4,,,,
158979,3,6,4,,,,
158980,1,6,3,,,,
158980,2,6,3,,,,
158980,3,7,5,,,,
158981,1,7,6,7,3,1,
158981,2,7,5,,,,
158981,3,7,6,7,3,1,
158982,1,6,3,,,,
158982,2,3,6,,,,
158982,3,6,2,,,,
158982,4,6,4,,,,
158983,1,6,1,,,,
158983,2,6,2,,,,
158983,3,6,7,6,8,,1
158983,4,6,2,,,,
158984,1,6,3,,,,
158984,2,7,5,,,,
158984,3,6,4,,,,
158985,1,6,2,,,,
158985,2,6,2,,,,
158985,3,6,3,,,,
158986,1,6,7,5,7,,1
158986,2,7,5,,,,
158986,3,6,2,,,,
158986,4,6,1,,,,
158987,1,6,3,,,,
158987,2,7,6,7,3,1,
158987,3,7,6,7,5,1,
158988,1,6,3,,,,
158988,2,6,0,,,,
158988,3,6,2,,,,
158989,1,3,6,,,,
158989,2,7,6,7,3,1,
158989,3,7,6,9,7,1,
158989,4,6,2,,,,
158990,1,6,3,,,,
158990,2,6,4,,,,
158990,3,6,7,6,8,,1
158990,4,6,3,,,,
158991,1,6,1,,,,
158991,2,6,4,,,,
158991,3,2,6,,,,
158991,4,6,4,,,,
158992,1,2,6,,,,
158992,2,6,4,,,,
158992,3,6,2,,,,
158992,4,3,6,,,,
158992,5,9,7,,,,
158993,1,7,6,7,4,1,
158993,2,6,3,,,,
158993,3,6,3,,,,
158994,1,6,3,,,,
158994,2,6,7,1,7,,1
158994,3,7,6,7,3,1,
158994,4,7,6,7,4,1,
158995,1,6,3,,,,
158995,2,6,2,,,,
158995,3,3,6,,,,
158995,4,6,3,,,,
161770,1,6,3,,,,
161770,2,6,2,,,,
161770,3,6,4,,,,
161771,1,6,1,,,,
161771,2,3,6,,,,
161771,3,6,3,,,,
161771,4,7,6,7,3,1,
161772,1,1,6,,,,
161772,2,6,4,,,,
161772,3,4,6,,,,
161772,4,6,3,,,,
161772,5,6,3,,,,
161773,1,2,6,,,,
161773,2,6,0,,,,
161773,3,7,6,8,6,1,
161773,4,6,3,,,,
161774,1,7,6,7,5,1,
161774,2,6,4,,,,
161774,3,6,4,,,,
161775,1,6,4,,,,
161775,2,7,5,,,,
161775,3,4,6,,,,
161775,4,6,3,,,,
161776,1,6,4,,,,
161776,2,7,6,7,5,1,
161776,3,7,6,7,3,1,
161777,1,4,6,,,,
161777,2,6,2,,,,
161777,3,6,3,,,,
161777,4,7,6,7,5,1,
161778,1,3,6,,,,
161778,2,6,2,,,,
161778,3,4,6,,,,
161778,4,6,2,,,,
161778,5,10,8,,,,
161779,1,7,6,9,7,1,
161779,2,6,3,,,,
161779,3,6,2,,,,
161780,1,7,6,7,5,1,
161780,2,2,6,,,,
161780,3,6,3,,,,
161780,4,7,5,,,,
161781,1,6,7,3,7,,1
161781,2,3,6,,,,
161781,3,6,4,,,,
161781,4,6,1,,,,
161781,5,6,4,,,,
161782,1,7,5,,,,
161782,2,5,7,,,,
161782,3,6,2,,,,
161782,4,6,4,,,,
161783,1,6,3,,,,
161783,2,1,6,,,,
161783,3,6,0,,,,
161783,4,6,4,,,,
161784,1,6,4,,,,
161784,2,4,6,,,,
161784,3,6,3,,,,
161784,4,6,2,,,,
161785,1,7,6,7,3,1,
161785,2,7,6,7,3,1,
161785,3,6,3,,,,
161786,1,6,1,,,,
161786,2,6,4,,,,
161786,3,6,2,,,,
161787,1,6,2,,,,
161787,2,6,2,,,,
161787,3,7,5,,,,
161788,1,6,1,,,,
161788,2,6,2,,,,
161788,3,7,6,8,6,1,
161789,1,7,6,7,1,1,
161789,2,6,3,,,,
161789,3,6,1,,,,
161790,1,6,4,,,,
161790,2,6,3,,,,
161790,3,6,2,,,,
161791,1,6,3,,,,
161791,2,6,7,5,7,,1
161791,3,2,6,,,,
161791,4,6,4,,,,
161791,5,6,4,,,,
161792,1,6,7,1,7,,1
161792,2,7,5,,,,
161792,3,6,4,,,,
161792,4,1,0,,,,
161793,1,4,6,,,,
161793,2,6,2,,,,
161793,3,6,3,,,,
161793,4,6,4,,,,
161794,1,6,7,2,7,,1
161794,2,6,2,,,,
161794,3,6,0,,,,
161794,4,6,3,,,,
161795,1,6,3,,,,
161795,2,4,6,,,,
161795,3,6,4,,,,
161795,4,6,7,3,7,,1
161795,5,6,4,,,,
161796,1,6,3,,,,
161796,2,6,4,,,,
161796,3,6,4,,,,
161797,1,6,1,,,,
161797,2,6,3,,,,
161797,3,6,4,,,,
161798,1,6,3,,,,
161798,2,6,2,,,,
161798,3,6,2,,,,
161799,1,6,4,,,,
161799,2,6,4,,,,
161799,3,6,3,,,,
161800,1,6,4,,,,
161800,2,7,5,,,,
161800,3,6,4,,,,
161801,1,6,4,,,,
161801,2,7,6,7,1,1,
161801,3,6,2,,,,
161802,1,6,3,,,,
161802,2,7,6,7,1,1,
161802,3,6,3,,,,
161803,1,6,1,,,,
161803,2,6,4,,,,
161803,3,6,2,,,,
161804,1,6,3,,,,
161804,2,3,6,,,,
161804,3,6,2,,,,
161804,4,6,3,,,,
161805,1,6,3,,,,
161805,2,6,3,,,,
161805,3,6,2,,,,
161806,1,6,2,,,,
161806,2,6,2,,,,
161806,3,6,1,,,,
161807,1,7,5,,,,
161807,2,6,7,1,7,,1
161807,3,6,3,,,,
161807,4,6,2,,,,
161808,1,6,3,,,,
161808,2,7,6,7,4,1,
161808,3,6,4,,,,
161809,1,5,7,,,,
161809,2,6,0,,,,
161809,3,1,6,,,,
161809,4,7,6,7,2,1,
161809,5,8,6,,,,
161810,1,7,6,7,5,1,
161810,2,7,5,,,,
161810,3,5,7,,,,
161810,4,6,4,,,,
161811,1,2,6,,,,
161811,2,6,4,,,,
161811,3,7,6,7,2,1,
161811,4,6,7,6,8,,1
161811,5,6,4,,,,
161812,1,6,2,,,,
161812,2,5,7,,,,
161812,3,7,6,9,7,1,
161812,4,3,6,,,,
161812,5,6,2,,,,
161813,1,6,1,,,,
161813,2,6,3,,,,
161813,3,6,1,,,,
161814,1,4,6,,,,
161814,2,6,2,,,,
161814,3,6,7,4,7,,1
161814,4,6,3,,,,
161814,5,6,4,,,,
161815,1,6,4,,,,
161815,2,4,6,,,,
161815,3,3,6,,,,
161815,4,6,3,,,,
161815,5,7,5,,,,
161816,1,7,6,7,2,1,
161816,2,7,5,,,,
161816,3,6,4,,,,
161817,1,6,3,,,,
161817,2,6,2,,,,
161817,3,6,2,,,,
161818,1,6,3,,,,
161818,2,6,4,,,,
161818,3,7,6,7,3,1,
161819,1,6,4,,,,
161819,2,6,7,5,7,,1
161819,3,4,6,,,,
161819,4,7,5,,,,
161819,5,6,3,,,,
161820,1,6,4,,,,
161820,2,7,6,7,5,1,
161820,3,6,4,,,,
161821,1,7,6,8,6,1,
161821,2,6,2,,,,
161821,3,6,4,,,,
161822,1,6,3,,,,
161822,2,6,3,,,,
161822,3,5,7,,,,
161822,4,6,0,,,,
161823,1,6,2,,,,
161823,2,6,7,5,7,,1
161823,3,3,6,,,,
161823,4,6,4,,,,
161823,5,6,4,,,,
161824,1,4,6,,,,
161824,2,6,2,,,,
161824,3,7,5,,,,
161824,4,6,7,4,7,,1
161824,5,6,1,,,,
161825,1,6,2,,,,
161825,2,6,3,,,,
161825,3,6,2,,,,
161826,1,2,3,,,,
161827,1,6,2,,,,
161827,2,6,3,,,,
161827,3,2,6,,,,
161827,4,7,6,7,3,1,
161828,1,7,6,7,2,1,
161828,2,3,6,,,,
161828,3,6,3,,,,
161828,4,6,7,5,7,,1
161828,5,6,3,,,,
161829,1,6,4,,,,
161829,2,6,2,,,,
161829,3,6,4,,,,
161830,1,3,6,,,,
161830,2,6,4,,,,
161830,3,7,5,,,,
161830,4,6,4,,,,
161831,1,5,7,,,,
161831,2,6,3,,,,
161831,3,2,6,,,,
161831,4,6,1,,,,
161831,5,6,4,,,,
161832,1,6,3,,,,
161832,2,3,6,,,,
161832,3,6,3,,,,
161832,4,6,1,,,,
161833,1,6,4,,,,
161833,2,6,2,,,,
161833,3,7,5,,,,
161834,1,6,0,,,,
161834,2,6,1,,,,
161834,3,6,4,,,,
161835,1,6,3,,,,
161835,2,6,2,,,,
161835,3,7,6,7,3,1,
161836,1,6,4,,,,
161836,2,7,6,7,4,1,
161836,3,4,6,,,,
161836,4,6,4,,,,
161837,1,7,6,7,5,1,
161837,2,1,6,,,,
161837,3,7,5,,,,
161837,4,6,1,,,,
161838,1,4,6,,,,
161838,2,4,6,,,,
161838,3,7,6,7,3,1,
161838,4,4,0,,,,
161839,1,6,4,,,,
161839,2,1,6,,,,
161839,3,6,7,3,7,,1
161839,4,6,3,,,,
161839,5,6,3,,,,
161840,1,2,6,,,,
161840,2,1,6,,,,
161840,3,6,3,,,,
161840,4,6,4,,,,
161840,5,6,2,,,,
161841,1,6,4,,,,
161841,2,7,6,7,3,1,
161841,3,6,3,,,,
161842,1,7,6,7,4,1,
161842,2,7,6,7,4,1,
161842,3,6,3,,,,
161843,1,7,6,7,4,1,
161843,2,7,5,,,,
161843,3,7,5,,,,
161844,1,6,7,3,7,,1
161844,2,7,6,7,4,1,
161844,3,6,3,,,,
161844,4,6,4,,,,
161845,1,6,1,,,,
161845,2,6,3,,,,
161845,3,6,3,,,,
161846,1,5,7,,,,
161846,2,6,3,,,,
161846,3,6,4,,,,
161846,4,6,2,,,,
161847,1,7,6,7,5,1,
161847,2,6,2,,,,
161847,3,6,4,,,,
161848,1,6,3,,,,
161848,2,6,4,,,,
161848,3,6,2,,,,
161849,1,4,6,,,,
161849,2,7,5,,,,
161849,3,6,2,,,,
161849,4,7,6,7,0,1,
161850,1,7,6,7,0,1,
161850,2,6,2,,,,
161850,3,6,2,,,,
161851,1,6,4,,,,
161851,2,4,6,,,,
161851,3,6,4,,,,
161851,4,6,0,,,,
161852,1,6,7,5,7,,1
161852,2,6,4,,,,
161852,3,7,6,8,6,1,
161852,4,7,6,7,5,1,
161853,1,3,6,,,,
161853,2,6,3,,,,
161853,3,7,5,,,,
161853,4,3,6,,,,
161853,5,6,1,,,,
161854,1,6,2,,,,
161854,2,6,2,,,,
161854,3,7,6,7,3,1,
161855,1,6,2,,,,
161855,2,6,3,,,,
161855,3,7,5,,,,
161856,1,7,6,7,2,1,
161856,2,5,7,,,,
161856,3,7,5,,,,
161856,4,6,3,,,,
161857,1,6,2,,,,
161857,2,3,6,,,,
161857,3,6,7,2,7,,1
161857,4,6,3,,,,
161857,5,7,5,,,,
161858,1,6,1,,,,
161858,2,6,3,,,,
161858,3,6,2,,,,
161859,1,4,6,,,,
161859,2,7,6,7,4,1,
161859,3,6,4,,,,
161859,4,1,0,,,,
161860,1,6,1,,,,
161860,2,6,4,,,,
161860,3,4,6,,,,
161860,4,6,0,,,,
161861,1,6,3,,,,
161861,2,6,7,10,12,,1
161861,3,6,3,,,,
161861,4,6,3,,,,
161862,1,1,6,,,,
161862,2,6,3,,,,
161862,3,6,4,,,,
161862,4,1,6,,,,
161862,5,6,3,,,,
161863,1,7,6,7,4,1,
161863,2,6,4,,,,
161863,3,5,7,,,,
161863,4,6,4,,,,
161864,1,7,5,,,,
161864,2,3,6,,,,
161864,3,6,2,,,,
161864,4,6,1,,,,
161865,1,3,6,,,,
161865,2,6,3,,,,
161865,3,6,2,,,,
161865,4,6,2,,,,
161866,1,7,6,10,8,1,
161866,2,6,3,,,,
161866,3,6,4,,,,
161867,1,7,6,7,4,1,
161867,2,7,6,8,6,1,
161867,3,6,4,,,,
161868,1,7,6,8,6,1,
161868,2,6,4,,,,
161868,3,7,6,7,3,1,
161869,1,6,4,,,,
161869,2,6,3,,,,
161869,3,6,3,,,,
161870,1,6,4,,,,
161870,2,6,2,,,,
161870,3,6,4,,,,
161871,1,6,2,,,,
161871,2,6,4,,,,
161871,3,6,4,,,,
161872,1,6,2,,,,
161872,2,7,5,,,,
161872,3,5,7,,,,
161872,4,7,6,7,4,1,
161873,1,6,7,7,9,,1
161873,2,6,1,,,,
161873,3,6,2,,,,
161873,4,6,3,,,,
161874,1,6,4,,,,
161874,2,6,3,,,,
161874,3,6,4,,,,
161875,1,6,4,,,,
161875,2,7,6,10,8,1,
161875,3,6,3,,,,
161876,1,6,4,,,,
161876,2,7,6,7,3,1,
161876,3,7,6,8,6,1,
161877,1,6,1,,,,
161877,2,6,0,,,,
161877,3,7,5,,,,
161878,1,6,1,,,,
161878,2,6,1,,,,
161878,3,7,5,,,,
161879,1,4,6,,,,
161879,2,6,3,,,,
161879,3,3,6,,,,
161879,4,6,3,,,,
161879,5,6,3,,,,
161880,1,6,3,,,,
161880,2,7,6,8,6,1,
161880,3,6,1,,,,
161881,1,6,4,,,,
161881,2,7,6,7,5,1,
161881,3,4,6,,,,
161881,4,7,6,7,5,1,
161882,1,6,4,,,,
161882,2,7,5,,,,
161882,3,7,5,,,,
161883,1,6,4,,,,
161883,2,4,6,,,,
161883,3,6,3,,,,
161883,4,6,7,7,9,,1
161883,5,6,3,,,,
161884,1,7,6,7,2,1,
161884,2,6,4,,,,
161884,3,4,6,,,,
161884,4,7,6,10,8,1,
161885,1,6,3,,,,
161885,2,6,3,,,,
161885,3,6,3,,,,
161886,1,6,2,,,,
161886,2,7,6,7,3,1,
161886,3,6,2,,,,
161887,1,7,5,,,,
161887,2,6,1,,,,
161887,3,6,4,,,,
161888,1,6,4,,,,
161888,2,6,7,5,7,,1
161888,3,6,3,,,,
161888,4,7,5,,,,
161889,1,5,7,,,,
161889,2,4,6,,,,
161889,3,6,3,,,,
161889,4,7,6,7,5,1,
161889,5,8,6,,,,
161890,1,7,6,7,5,1,
161890,2,6,4,,,,
161890,3,6,2,,,,
161891,1,6,3,,,,
161891,2,6,4,,,,
161891,3,7,6,8,6,1,
161892,1,6,2,,,,
161892,2,6,0,,,,
161892,3,7,6,7,5,1,
161893,1,6,3,,,,
161893,2,7,6,7,5,1,
161893,3,6,3,,,,
161894,1,7,6,7,1,1,
161894,2,3,6,,,,
161894,3,6,4,,,,
161894,4,4,6,,,,
161894,5,6,0,,,,
161895,1,6,7,6,8,,1
161895,2,6,0,,,,
161895,3,6,3,,,,
161895,4,7,5,,,,
161896,1,7,6,7,5,1,
161896,2,6,7,4,7,,1
161896,3,6,3,,,,
161896,4,6,0,,,,
164713,1,6,3,,,,
164713,2,6,2,,,,
164713,3,6,4,,,,
164714,1,6,4,,,,
164714,2,6,7,,,,1
164714,3,6,4,,,,
164714,4,7,5,,,,
164715,1,6,2,,,,
164715,2,6,1,,,,
164716,1,3,6,,,,
164716,2,7,6,,,1,
164716,3,6,4,,,,
164716,4,7,6,,,1,
164717,1,7,6,,,1,
164717,2,6,4,,,,
164717,3,2,1,,,,
164718,1,7,6,,,1,
164718,2,2,6,,,,
164718,3,1,6,,,,
164718,4,6,4,,,,
164718,5,6,4,,,,
164719,1,6,4,,,,
164719,2,3,6,,,,
164719,3,6,1,,,,
164719,4,6,4,,,,
164720,1,6,7,,,,1
164720,2,6,3,,,,
164720,3,6,2,,,,
164720,4,6,4,,,,
164721,1,6,4,,,,
164721,2,4,6,,,,
164721,3,6,4,,,,
164721,4,6,2,,,,
164722,1,6,4,,,,
164722,2,3,6,,,,
164722,3,6,0,,,,
164722,4,6,4,,,,
164723,1,5,7,,,,
164723,2,6,4,,,,
164723,3,7,6,,,1,
164723,4,6,2,,,,
164724,1,7,6,,,1,
164724,2,7,6,,,1,
164724,3,7,6,,,1,
164725,1,6,4,,,,
164725,2,6,4,,,,
164725,3,6,4,,,,
164726,1,6,4,,,,
164726,2,7,6,,,1,
164726,3,4,6,,,,
164726,4,6,1,,,,
164727,1,6,4,,,,
164727,2,6,1,,,,
164727,3,6,3,,,,
164728,1,6,4,,,,
164728,2,6,3,,,,
164728,3,6,3,,,,
164729,1,6,2,,,,
164729,2,6,1,,,,
164729,3,6,2,,,,
164730,1,6,1,,,,
164730,2,3,6,,,,
164730,3,6,4,,,,
164730,4,6,2,,,,
164731,1,6,4,,,,
164731,2,7,6,,,1,
164731,3,7,5,,,,
164732,1,6,3,,,,
164732,2,7,6,,,1,
164732,3,6,3,,,,
164733,1,6,2,,,,
164733,2,7,6,,,1,
164733,3,4,6,,,,
164733,4,7,6,,,1,
164734,1,6,3,,,,
164734,2,6,7,,,,1
164734,3,6,3,,,,
164734,4,7,6,,,1,
164735,1,1,6,,,,
164735,2,7,6,,,1,
164735,3,4,6,,,,
164735,4,6,3,,,,
164735,5,6,1,,,,
164736,1,3,6,,,,
164736,2,6,3,,,,
164736,3,6,4,,,,
164736,4,6,4,,,,
164737,1,6,7,,,,1
164737,2,7,5,,,,
164737,3,6,2,,,,
164737,4,6,4,,,,
164738,1,6,2,,,,
164738,2,6,2,,,,
164738,3,6,3,,,,
164739,1,6,7,,,,1
164739,2,4,6,,,,
164739,3,6,4,,,,
164739,4,6,2,,,,
164740,1,6,2,,,,
164740,2,6,3,,,,
164740,3,4,6,,,,
164740,4,2,6,,,,
164740,5,6,2,,,,
164741,1,6,2,,,,
164741,2,7,5,,,,
164741,3,6,2,,,,
164742,1,7,6,,,1,
164742,2,6,1,,,,
164742,3,6,4,,,,
164743,1,7,6,,,1,
164743,2,6,4,,,,
164743,3,6,4,,,,
164744,1,7,5,,,,
164744,2,6,1,,,,
164744,3,6,2,,,,
164745,1,7,6,,,1,
164745,2,4,6,,,,
164745,3,3,6,,,,
164745,4,7,6,,,1,
164745,5,6,2,,,,
164746,1,6,1,,,,
164746,2,6,3,,,,
164746,3,2,6,,,,
164746,4,6,2,,,,
164747,1,7,5,,,,
164747,2,6,4,,,,
164747,3,6,4,,,,
164748,1,7,5,,,,
164748,2,2,6,,,,
164748,3,6,7,,,,1
164748,4,6,3,,,,
164748,5,13,11,,,,
164749,1,6,1,,,,
164749,2,6,3,,,,
164749,3,6,2,,,,
164750,1,4,6,,,,
164750,2,6,2,,,,
164750,3,6,2,,,,
164750,4,6,2,,,,
164751,1,6,2,,,,
164751,2,6,2,,,,
164751,3,6,2,,,,
164752,1,7,6,,,1,
164752,2,6,7,,,,1
164752,3,6,3,,,,
164752,4,3,0,,,,
164753,1,6,1,,,,
164753,2,6,4,,,,
164753,3,6,4,,,,
164754,1,7,5,,,,
164754,2,3,6,,,,
164754,3,4,6,,,,
164754,4,7,6,,,1,
164754,5,8,6,,,,
164755,1,6,1,,,,
164755,2,3,6,,,,
164755,3,6,3,,,,
164755,4,6,2,,,,
164756,1,4,6,,,,
164756,2,4,6,,,,
164756,3,6,1,,,,
164756,4,7,6,,,1,
164756,5,6,3,,,,
164757,1,6,4,,,,
164757,2,3,6,,,,
164757,3,0,6,,,,
164757,4,6,3,,,,
164757,5,6,4,,,,
164758,1,7,6,,,1,
164758,2,7,5,,,,
164758,3,5,7,,,,
164758,4,6,7,,,,1
164758,5,6,1,,,,
164759,1,6,4,,,,
164759,2,6,3,,,,
164759,3,6,7,,,,1
164759,4,6,2,,,,
164760,1,7,6,,,1,
164760,2,6,3,,,,
164761,1,6,4,,,,
164761,2,6,4,,,,
164761,3,6,2,,,,
164762,1,7,6,,,1,
164762,2,6,2,,,,
164762,3,6,4,,,,
164763,1,6,2,,,,
164763,2,6,3,,,,
164763,3,6,2,,,,
164764,1,6,3,,,,
164764,2,6,4,,,,
164764,3,7,6,,,1,
164765,1,6,1,,,,
164765,2,6,0,,,,
164765,3,6,4,,,,
164766,1,2,6,,,,
164766,2,3,6,,,,
164766,3,6,3,,,,
164766,4,7,5,,,,
164766,5,6,1,,,,
164767,1,6,2,,,,
164767,2,4,6,,,,
164767,3,6,1,,,,
164767,4,6,4,,,,
164768,1,6,3,,,,
164768,2,7,6,,,1,
164768,3,6,3,,,,
164769,1,6,7,,,,1
164769,2,6,4,,,,
164769,3,6,4,,,,
164769,4,6,4,,,,
164770,1,7,6,,,1,
164770,2,7,6,,,1,
164770,3,6,7,,,,1
164770,4,7,6,,,1,
164771,1,3,6,,,,
164771,2,5,7,,,,
164771,3,7,6,,,1,
